smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,,1,,1,1,,training
CN1CCCC1,,0,,,0,,,training
CC(C)CCN,,,,,,,0,training
CCC#CCC(C)O,,,,,,,0,training
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,,1,,,,,,test
CCC(C)(C)c1ccc(O)cc1,,1,,,,,1,valid
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,,,,,,,training
CCOP(=O)(OCC)SCCSCC,,1,1,,1,,,training
C=C(C)C(=O)OCCOCC,,0,,,,,0,training
CCC1CCC(CCC(=O)O)C1,,,1,,,,,training
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,,,0,,,,,training
CC(Cl)CCl,0,0,0,1,,,,training
CC(C)OP(C)(=O)OC(C)C,,0,0,,0,,,training
CC(=O)Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4ccc5c(O)c(N=Nc6ccccc6)c(S(=O)(=O)O)cc5c4)ccc3c2O)cc1,,0,,,,,,training
Cc1ccc([N+](=O)[O-])c(O)c1,0,0,,,,,1,test
O=C1C=CCC1,,,,,,,1,valid
Oc1ccccc1Br,1,,,,,,1,training
O/N=C/c1ccccc1O,,1,,,,,,training
CC(C)(C)c1n[nH]c(=O)n(N)c1=O,,,,,0,,,training
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,0,,0,,0,,,training
CC1(C)CCC(C)(C)O1,0,0,,,,,,training
CCN1CN(CC)CN(CC)C1,,,0,,0,,,training
C=C(C)OC(C)=O,,,,,,,1,training
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,1,1,1,,1,1,,training
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,1,,1,,,test
CCCCCCCCCCCCC[N+](C)(C)[O-],,1,1,,,,,valid
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1,,1,,1,,,training
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,,,,,,,training
CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,,1,1,,1,1,,training
O=[N+]([O-])c1cc(Br)ccc1O,,,,,,,1,training
COc1cc(O)cc(Cl)c1,,,,,,,1,training
CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,,1,,,1,,,training
O=C(O)CC(=O)O,0,,,,,,0,training
CCCCC,0,,,,,,,training
CCCCCCCCCCCO,,1,,,,,1,test
CCC1COC(=O)O1,,,,,0,,,valid
CCCCc1ccc(N)cc1,,0,,,,,1,training
CC(C)=CCCC(C)=CC=O,0,,,,,,,training
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,1,,1,,1,1,,training
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1,,,,1,,,training
BrCCBr,0,,,,,,,training
C=COC(C)=O,1,0,0,1,,,0,training
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1,0,,,,,,training
NCCCNCCCCNCCCN,1,,,,,,,training
CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,,,1,,1,1,,test
CC(C)CCCCCCc1ccc(O)cc1,,1,1,,,1,,valid
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,,0,,,,,,training
OCCNCCO,0,0,0,,,0,0,training
[O-][S+]1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,,,,,1,,,training
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,1,1,1,,1,1,,training
FC(F)(F)c1cccc(C(F)(F)F)c1,1,,,,,,,training
Cn1nc(C(F)(F)F)c(CS(=O)(=O)C2=NOC(C)(C)C2)c1OC(F)F,,,,,1,,,training
COc1ccccc1C(N)=O,,0,,,,,,training
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1,,1,,1,1,,training
NC(CCS(=O)CCC(N)C(=O)O)C(=O)O,,1,,,,,,test
COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,,,1,,1,1,,valid
O=[N+]([O-])c1ccc(F)c(F)c1F,,,,,,,1,training
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1,1,1,,1,1,,training
Fc1ccc(Oc2ccc(F)cc2)cc1,,1,,,,,,training
OC(C(F)(F)F)C(F)(F)F,,0,,,,,,training
CC(=O)c1ccc(Cl)cc1,0,,,,,,,training
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1,1,1,,1,1,,training
Cc1nn(C)c(O)c1C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,,,0,,0,0,,training
CN=C=S,1,,,,,,,training
CCNC(=O)[C@@H](C)OC(=O)Nc1ccccc1,,,,,0,,,test
CCS(=O)CCSP(=O)(OC)OC,1,,,,,,,valid
CCCCCCCCCCC,1,,,,,,,training
CCOCCCN,,,,,,,0,training
COc1cc(OC)n2nc(NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,0,0,,,0,,,training
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,,0,1,,,,,training
CCS(=O)(=O)Nc1cc(-n2nc(C(F)(F)F)n(C)c2=O)c(F)cc1C(N)=S,,,,,0,,,training
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,,0,,,,,,training
C#CC(O)CC(C)C,,,,,,,1,training
Cc1cccc([N+](=O)[O-])c1,0,0,,,,,1,training
BrCCCBr,1,1,,1,,,,test
CCCCNC(=O)OCC#CI,1,1,1,,1,1,,valid
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,,,,,,,training
CC(=O)OCCOC(C)=O,,,0,,,,,training
NS(=O)(=O)c1ccccc1Cl,,,,,0,,,training
CCCCOc1ccc([N+](=O)[O-])cc1,,,,,,,1,training
N#CCCc1ccccc1,,,,,,,1,training
C=CC(C)=O,,,,,,,1,training
Nc1cc(Cl)ccc1Cl,1,,,1,1,,1,training
CCO,0,0,,,,,0,training
CC1=CC(=O)CC(C)(C)C1,0,0,0,1,,0,,test
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccccc3)c(O)c12,,0,,,,,,valid
N#CC(C#N)=Cc1ccccc1,,,,,,,1,training
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1,1,1,,,,,training
Nc1cc(S(=O)(=O)O)ccc1O,,,,,,,0,training
O=[N+]([O-])c1ncccc1O,,0,,,,,,training
CCCCO[C@@H](C)COC(=O)[C@@H](C)Oc1cc(Cl)c(Cl)cc1Cl,,1,1,,1,,,training
Cc1cc(C)c(C#N)c(O)n1,,0,,,,,,training
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,,,1,,1,,,training
N#Cc1ccc(-c2ccccc2)cc1,,,,,,,1,training
CCS(=O)(=O)c1cccnc1S(N)(=O)=O,0,,,,0,,,test
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,1,,,,0,,,valid
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,1,,,,,,,training
N#Cc1ccc(C(=O)O)cc1,,,,,0,,,training
CCCCOCC(C)O,,0,,,,,,training
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,,,,,1,,,training
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,1,1,1,,1,1,,training
CO/C=C(/C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,,,,,0,,,training
C=CCCl,,0,0,,,,,training
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,0,,,,,,,training
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,0,,,1,1,,,test
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,,,0,,0,,,valid
CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,,,,,1,,,training
O=Cc1ccc(Cl)cc1Cl,,1,,,,,1,training
C=CCCCCCCCCCC,1,,,,,,,training
Nc1cccc(N)c1,1,,,1,,,,training
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0,0,,,,,,training
C/C=C/C1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,,,,,1,,,training
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0,,0,,0,0,,training
C=CCN(CC=C)C(=O)CCl,,,,,1,,,training
Cc1cccc(C=O)c1,,,,,,,1,test
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,0,,0,,0,,,valid
CCOS(=O)(=O)OCC,,,,,,,0,training
O=C(CBr)Nc1cc([N+](=O)[O-])ccc1O,,,,,,,1,training
N#Cc1ccc(N)cc1,,,,,,,1,training
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,,1,1,,1,,,training
CC(C)=CCCC(C)CC=O,,,,,0,,,training
O=Cc1ccc(O)c([N+](=O)[O-])c1,,,,,,,1,training
Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nn2)cc1,0,,,,,,,training
CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1,,1,,,,,training
Cc1ncc[nH]1,0,0,,,,,,test
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,1,,1,,0,,,valid
Cc1ccc(C)c(O)c1,1,,,,,,1,training
CC(O)CO,0,0,0,,0,,,training
c1ccc2c(c1)Oc1ccccc1S2,,,,,,,1,training
C=C(C)C(=O)OCC,,,,,,,0,training
COc1ccccc1,0,,,,,,1,training
CCCCCCC(C)O,,,,,0,,1,training
Cc1ccc(S(=O)(=O)NCl)cc1,,1,,,1,,,training
CCOC(=O)C(C(=O)OCC)=C(C)C,,,,,,,1,training
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,,0,,,,,,test
CCC(C)c1cccc(OC(=O)N(C)Sc2ccccc2)c1,,0,,,,,,valid
COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)O,,,,,0,,,training
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,0,,0,,0,,,training
O=[N+]([O-])c1cccc(Cl)c1Cl,1,,,,,,1,training
C=C1C2CCC(C2)C1(C)C,0,,1,,,1,,training
COC(=O)c1nc(C2CC2)nc(N)c1Cl,,,,,0,,,training
CC(C)c1ccc(NC(=O)N(C)C)cc1,1,,,,,,,training
CCOC(CN(C)CC(OCC)OCC)OCC,,0,,,,,,training
CC(C)Oc1ccc(C=O)cc1,0,,,,,,,training
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,,1,,,,,,test
CCC(C=O)CC,,,,,,,1,valid
OCCc1ccc(O)cc1,,,,,,,0,training
C=C(C)CCO,,,,,,,0,training
CC1=CC1,,,,,1,,,training
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,0,,,,,,,training
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0,,0,,0,,,training
CNC(=O)O/N=C1/[C@@H](Cl)[C@H]2C[C@@H](C#N)[C@@H]1C2,,,1,,0,,,training
Cc1ccc(O)c(Br)c1,,,,,,,1,training
C=C(C)C(=O)OCCCC,0,,,1,,,1,training
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,,,,,,,test
ClC(Cl)=C(Cl)Cl,1,0,,1,,,,valid
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1,,1,,1,1,,training
OC1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1,,,,,,,training
O=[N+]([O-])c1cccnc1SCc1ccccc1,,,,,,,1,training
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,,,,,,,training
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,,0,,,,,,training
COP(=S)(OC)SCSc1ccc(Cl)cc1,,,1,,1,,,training
O=S(c1ccccc1)c1ccccc1,,0,,,,,,training
Cc1cccc(C)c1O,0,0,,1,0,,,training
COc1ccc(C=O)cc1,0,,,1,,,1,test
CCOC(=O)CCCCCCC(=O)OCC,,,,,,,1,valid
Cc1cc([N+](=O)[O-])c(N)c([N+](=O)[O-])c1,0,0,,,,,,training
CCNc1nc(CC)c(C(=O)NC(C#N)c2cccs2)s1,1,,1,,,,,training
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,0,,,,,,,training
CC(=O)CC(=O)c1ccccc1,,1,,,,,1,training
NC(=O)Nc1ccc(Cl)cc1,0,0,0,,0,,,training
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,,,,,1,,training
CCCC(Br)C(=O)OCC,,,,,,,1,training
CC(=C1C=CC(=[N+](C)C)C=C1)c1ccc(N(C)C)cc1,1,,,,,,,training
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0,,,,,,,test
CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,,0,1,,,,,valid
Ic1ccccc1,,,,,,,1,training
CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,,1,,,,,,training
Cc1ccc2ccccc2n1,,,0,,0,,,training
CC(=O)OCC(C)C,0,,,1,,,,training
N#CCCCCCCBr,,,,,,,1,training
CSc1nnc(C(C)(C)C)c(=O)n1N,0,,0,,0,0,,training
Cc1c([N+](=O)[O-])ccc([N+](=O)[O-])c1N,1,1,,,,,,training
N#Cc1ccc(F)cc1,,,,,,,1,training
COCCO,,,0,,0,,,test
CC(C)c1cccc(O)c1,,,,,,,1,valid
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,1,,,,,,,training
CCCCCCCCS,1,,,,,,,training
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,1,,,,,,,training
C=C(Cl)CSC(=S)N(CC)CC,,,1,,1,,,training
CCCCCCCCOC(C)=O,,,,,,,1,training
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,1,1,,,,,,training
OCC(F)(F)F,,0,,,,,,training
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,,,1,,0,,,training
O=[N+]([O-])c1ccccc1CO,,,,,,,1,test
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1,1,1,,1,1,,valid
COc1ccc(C=O)cc1OC,0,,,,,,,training
N#Cc1ccc(Cl)c([N+](=O)[O-])c1,,,,,,,1,training
CCCCOP(=O)(OCCCC)Oc1ccccc1,1,,,,,,,training
CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,1,,,,1,,,training
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43,,,0,,,,,training
N#CCCC#N,,,,,,,0,training
O=[N+]([O-])c1ccc(Cl)cc1Cl,1,,,,,,1,training
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,0,,0,,0,0,,training
C=CCCCCCCC=C,,1,,,,,,test
Cc1ccc(OCC2CO2)c(Br)c1Br,1,,,,,,,valid
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,1,1,,1,,,training
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0,,,,,,1,training
CN(C)NC(=O)CCC(=O)O,0,,0,,0,,,training
CC(=O)Nc1ccccc1,0,,0,,,,1,training
Oc1cc(O)c(Cl)cc1Cl,,,,,,,1,training
C#CCCCCO,,,,,,,0,training
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,,,0,,0,,,training
O=Cc1ccccc1C=O,,,,,1,,,training
CN(C)C(=S)SSC(=S)N(C)C,1,1,1,,1,1,,test
O=C1CCCCCCCCCCCN1,0,,,,,,,valid
Nc1ccc(Cl)c(Cl)c1,1,1,,1,1,,,training
CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,0,,,,,,,training
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,,1,,,,,,training
CC=CC(=O)OC,,,,,,,0,training
O=S1c2ccccc2-c2ccccc21,0,,,,,,,training
NCCCCCCCCCCC(=O)O,0,,,,,,,training
CNC(=O)Oc1ccc(N(C)C)c(C)c1,1,1,1,,,,,training
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,1,,1,,1,1,,training
CC(C)(CO)CCl,,,,,,,0,test
CCN(CC)CC,0,,,1,,,,valid
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,,,,,,,training
CCO[P@](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,,,1,,,,,training
c1ccc2sccc2c1,1,,,,,,1,training
SC1Nc2ccccc2S1,,,1,,1,,,training
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],,,,,,,1,training
Oc1cccc(O)c1,,0,,,0,,0,training
COc1cc(C=O)ccc1O,0,0,,,,,1,training
Clc1cc(Cl)c(Cl)c(Cl)c1,1,1,1,,,1,,training
CCC=CC(=O)O,,,,,,,1,test
N#CCc1ccc(Cl)cc1,,,,,,,1,valid
Cc1cc(C)c2ccccc2c1,1,,,0,1,,,training
O=C(NO)c1ccccc1,,,,,,,1,training
CCN(CC)C(=S)SSC(=S)N(CC)CC,1,,,,,,,training
Cc1cccc(Cl)c1C#N,,0,,,,,,training
CCCCC#CCCO,,,,,,,1,training
N#CCCCC#N,,,,,,,0,training
CC1=NNC(=O)N(N=Cc2cccnc2)C1,0,,,,,,,training
CC=CC=CC(=O)O,0,,,,,,,training
CCCCn1cc[n+](C)c1,0,,,,,,,test
O=C1CCC(=O)N=N1,,,0,,0,0,,valid
CCCCC(CC)COC(C)=O,,,,,,,1,training
c1ccc(-c2cccc(-c3ccccc3)n2)cc1,,1,,,,,,training
CCCOS(=O)OCCC,,,,,,,1,training
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,0,,,1,,,,training
C=CCCCO,,,,,,,0,training
CC12CCC(C(Br)C1=O)C2(C)C,,0,,,,,,training
CCCC(Br)C(=O)O,,,,,,,1,training
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1,,,0,,,,training
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,1,,,1,,1,test
CCOC(=O)C(NC(C)=O)C(=O)OCC,,,,,,,0,valid
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,,,,,,,training
O=C(O)CCCl,,,,,,,1,training
N#Cc1ccncc1,,,,,,,0,training
CC(C)C(C(=O)OC(C(N)=O)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,,,,,0,,,training
O=C(CBr)OCc1ccccc1,,,1,,1,,,training
CC=CC(C)O,,,,,,,0,training
BrC(Br)c1ccccc1C(Br)Br,,1,,,,,,training
CCCCCCCCN(CCCCCCCC)CCCCCCCC,1,,,,,,,training
COc1ccc(O)cc1,,0,,,0,,1,test
O=Cc1ccccc1O,1,1,,1,,,1,valid
CC(C)=CCC/C(C)=C/CN(C/C=C(\C)CCC=C(C)C)CCO,,1,1,,1,,,training
CCOC(=O)CC,0,,,,,,0,training
O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,,,1,,1,,,training
O=[N+]([O-])c1cccc(-c2ccccc2)c1,,,,,,,1,training
CCCNC,,,,,,,0,training
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,1,,,,,,,training
CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,,,,0,,,,training
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],1,1,0,,1,,,training
C=CC(=O)OCCN(C)C,1,,,0,,,,test
CCC(C)C=O,,1,,,,,1,valid
Cc1cc(O)cc(C)c1N(C)C,,,1,,,,,training
COP(=S)(OC)SCC(=O)N(C)C=O,0,,,,0,,,training
CCOC(=O)c1ocnc1C,0,,,,,,,training
CNC(=O)/C=C(\C)OP(=O)(OC)OC,,,,,1,,,training
CCSC(C)CC1CC(=O)C(=C(CC)NOCC=CCl)C(=O)C1,,,,,0,,,training
COc1ccc(C#N)cc1,,,,,,,1,training
OCCNCO,,,,,0,,,training
Oc1ccccc1-c1ccccc1O,,,,,,,1,training
Cc1cc(Br)cc(Cl)c1O,,,,,,,1,test
CCCCCCCCCC=O,0,,,,,,1,valid
CCCCCCC#CCO,,,,,,,1,training
C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1,,,,,,,training
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,,1,1,,1,,,training
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1,,,,,,,training
c1ccc2cc3cc4ccccc4cc3cc2c1,1,,,,,,,training
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,,1,,,,,,training
O=Cc1cccc(Oc2ccccc2)c1,1,0,,,,,,training
C#CCCO,,0,,,,,0,training
Nc1ccccc1Br,1,,,,,,,test
CC(C)(C)Nc1nc(N)nc(Cl)n1,0,,,,0,,,valid
NCCCN1CCN(CCCN)CC1,,0,,,,,,training
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,,1,,,,,,training
Cc1ccc(S(N)(=O)=O)cc1,0,,,,,,,training
Cc1ccccn1,,0,,,,,,training
CCc1ccc(-c2ccccc2)cc1,1,,,,,,1,training
CCCCCCCCCCCCN=C(N)N,,,,,1,,,training
O=[N+]([O-])c1ccccc1F,,,,,,,1,training
Cc1cc(O)ccc1N,,,,,,,1,training
CCCCCC=CC(=O)OC,,,,,,,1,test
c1ccc2c(c1)ccc1ccccc12,1,,1,0,1,1,,valid
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)O)cc3)c2O)c(C)c1,,0,,,,,,training
Sc1nc2ccccc2s1,1,0,1,0,1,,,training
Cc1cc(C)c([N+](=O)[O-])cc1[N+](=O)[O-],0,1,,,,,,training
CCCCCCCCCCCCOCC,,1,,,,,,training
C=CC(O)CCC,0,0,,,,,0,training
CNC(=O)ON=CC(C)(C)SC,1,1,,,,,,training
N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N,1,,,,,,,training
C#C[C@@H](OC(=O)[C@@H]1[C@H](C=C(C)C)C1(C)C)/C(C)=C/CC,,,,,1,,,training
C[C@H]1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,,,1,,,,,test
CC(O)CCO,,,,,,,0,valid
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,1,,1,,1,1,,training
CCCCCCCCCCC=CC1CC(=O)OC1=O,0,,,,,,,training
Cc1cc(Cl)ccc1OCCCC(=O)O,0,0,1,,1,,,training
CCNCCO,,0,,,,,0,training
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,,,,,0,,,training
CC(C)N(C(=O)CCl)c1ccccc1,0,,1,,1,,,training
O=Cc1c(O)cc(O)cc1O,,,,,,,1,training
CC(C)NC(C)C,0,,,,0,,,training
CC(C)(C)c1ccc(N)cc1,,,,,,,1,test
CCOc1cc(N(CC)CC)cc2oc3cc(=[N+](CC)CC)ccc-3nc12,,1,,,,,,valid
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0,,1,,1,0,,training
Cc1ccc(C(=O)O)c(C2=N[C@](C)(C(C)C)C(=O)N2)c1,,,,,0,,,training
CC(C)(C)N,,,,,0,,0,training
Nc1c(Cl)cc(Cl)cc1Cl,1,,,,,,,training
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,1,1,,1,1,,training
C#CCOC(=O)CC,,,,,,,0,training
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,,0,1,,1,,,training
Nc1cc(Cl)cc(Cl)c1,1,,,,,,1,training
CC(C)(C)c1ccc(CO)cc1,,,,,,,1,test
[O-][S+]1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,1,1,,1,1,,valid
O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,,1,,,,,1,training
ClCCl,0,0,,,,,,training
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1[O-],0,,,,,,,training
CC1(C)CC(O)CC(C)(C)N1,0,,,1,,,,training
OCC(CO)(CCl)COc1ccc2ccccc2c1,,,0,,,,,training
OCc1ccc(-c2ccccc2)cc1,,,,,,,1,training
C[N+](C)(C)CCO,0,,,,,,,training
c1ccsc1,0,,,1,,,,training
c1ccc(COCc2ccccc2)cc1,1,,,0,,,,test
CN(C)S(=O)(=O)Nc1ccccc1,0,,,,0,,,valid
Nc1ccc(N)cc1,1,,,,,,1,training
C#CC(C)(C)O,,0,,,,,0,training
O=[N+]([O-])c1ccccc1O,0,0,,,0,,1,training
O=[N+]([O-])c1cc(F)ccc1F,,,,,,,1,training
CC(C)CC(=O)CC(C)C,0,,,,,,,training
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,1,1,1,,1,,,training
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0,,0,,0,,,training
Cc1cc(C)nc(N)n1,,,,,0,,,training
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1,1,,,,,1,test
Cc1cc(N)ccc1N,1,,,,,,,valid
C=CN1CCCC1=O,0,,,,,,,training
Clc1ccncc1,,,0,,0,,,training
Cc1cc(C)n(CO)n1,,,0,,0,,,training
O=C(O)c1cnccc1C(F)(F)F,,,,,0,,,training
CCOC(=O)C(Br)C(C)Br,,,,,,,1,training
CCCCCC=CC(=O)O,,,,,,,1,training
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,0,,,,,,,training
C=CC(=O)OC(C)(C)C,,,,,,,0,training
Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,1,,,0,,,,test
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,1,,1,,,1,,valid
CC(C)[N+](=O)[O-],,0,,,,,,training
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0,,,,0,,,training
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1,1,1,1,1,1,,training
ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,,1,,,,,,training
CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,0,,,,1,,,training
